checkin_id,user_id,venue_id,venue_name,venue_category,latitude,longitude,timestamp,crowd_density,avg_dwell_minutes,day_of_week,hour_of_day,is_weekend,weather_condition,user_age_group,user_preference,visit_frequency,user_engagement_score,venue_popularity_score,event_type,user_status,recommended_venue
CHK0634,USR0062,VEN009,TechHub Coworking,Coworking,40.7001,-74.0065,04/11/2024 05:26:48 PM,68,157,Thursday,17,0,Sunny,35-44,Business,Medium,80,73,Business Meetup,Returning,Recommend Central Coffee House
CHK0635,USR0115,VEN010,Riverwalk Park,Park,40.7054,-74.0087,05/09/2024 10:49:35 AM,17,73,Thursday,10,0,Rainy,18-24,Business,Medium,40,50,Weekend Party,Returning,Recommend Greenfield Gym
CHK0636,USR0002,VEN007,Downtown Food Court,Food Court,40.708,-74.0019,03/01/2024 04:18:38 PM,74,47,Friday,16,0,Clear,18-24,Shopping,Medium,50,72,Retail Promotion,New,Recommend Seaside Restaurant
CHK0637,USR0142,VEN005,Greenfield Gym,Gym,40.7087,-74.0077,03/29/2024 07:20:01 AM,87,68,Friday,7,0,Cloudy,18-24,Business,High,59,79,Morning Workout,Returning,Recommend Riverwalk Park
CHK0638,USR0068,VEN009,TechHub Coworking,Coworking,40.7001,-74.0065,05/11/2024 12:36:09 PM,5,172,Saturday,12,1,Clear,25-34,Food,Medium,60,50,Business Meetup,New,Recommend Central Coffee House
CHK0639,USR0056,VEN006,Grand Theater,Entertainment,40.7012,-74.0069,05/14/2024 03:16:51 PM,45,87,Tuesday,15,0,Sunny,25-34,Coffee,Medium,45,65,Concert,Returning,Recommend Metro Nightclub
CHK0640,USR0025,VEN002,Harborview Bar,Bar/Lounge,40.7295,-74.0028,04/11/2024 10:11:31 PM,66,73,Thursday,22,0,Cloudy,45+,Social,Low,56,74,Happy Hour,Returning,Recommend Metro Nightclub
CHK0641,USR0198,VEN010,Riverwalk Park,Park,40.7054,-74.0087,05/22/2024 11:46:51 AM,66,62,Wednesday,11,0,Sunny,18-24,Fitness,High,53,65,Concert,Returning,Recommend Greenfield Gym
CHK0642,USR0192,VEN006,Grand Theater,Entertainment,40.7012,-74.0069,04/14/2024 10:27:26 PM,80,133,Sunday,22,1,Rainy,45+,Food,Medium,70,84,Live Music,New,Recommend Metro Nightclub
CHK0643,USR0145,VEN010,Riverwalk Park,Park,40.7054,-74.0087,03/02/2024 03:40:24 PM,75,61,Saturday,15,1,Clear,25-34,Nightlife,Medium,45,74,Morning Workout,Returning,Recommend Greenfield Gym
CHK0644,USR0115,VEN003,Central Coffee House,Cafe,40.7251,-74.008,04/11/2024 10:14:09 AM,40,29,Thursday,10,0,Clear,18-24,Business,Medium,40,54,Morning Workout,Returning,Recommend TechHub Coworking
CHK0645,USR0022,VEN010,Riverwalk Park,Park,40.7054,-74.0087,05/13/2024 02:14:27 PM,50,59,Monday,14,0,Clear,35-44,Business,Medium,43,58,Concert,New,Recommend Greenfield Gym
CHK0646,USR0179,VEN008,City Mall,Mall,40.7261,-74.007,05/13/2024 05:35:25 PM,57,104,Monday,17,0,Clear,18-24,Shopping,Medium,45,66,Retail Promotion,Returning,Recommend Downtown Food Court
CHK0647,USR0189,VEN003,Central Coffee House,Cafe,40.7251,-74.008,03/18/2024 10:12:31 AM,35,31,Monday,10,0,Sunny,35-44,Social,Low,40,54,Morning Workout,Returning,Recommend TechHub Coworking
CHK0648,USR0029,VEN009,TechHub Coworking,Coworking,40.7001,-74.0065,04/01/2024 10:17:49 AM,64,141,Monday,10,0,Sunny,45+,Food,Low,68,70,Live Music,New,Recommend Central Coffee House
CHK0649,USR0044,VEN007,Downtown Food Court,Food Court,40.708,-74.0019,04/24/2024 12:12:20 PM,80,30,Wednesday,12,0,Sunny,35-44,Business,High,43,79,Lunch Rush,Returning,Recommend Seaside Restaurant
CHK0650,USR0060,VEN006,Grand Theater,Entertainment,40.7012,-74.0069,05/18/2024 10:51:28 PM,52,117,Saturday,22,1,Sunny,45+,Shopping,Low,62,62,Weekend Party,Returning,Recommend Metro Nightclub
CHK0651,USR0159,VEN004,Seaside Restaurant,Restaurant,40.7267,-74.0054,05/27/2024 01:48:46 PM,81,82,Monday,13,0,Cloudy,45+,Food,High,71,75,Dinner Special,New,Recommend Downtown Food Court
CHK0652,USR0054,VEN003,Central Coffee House,Cafe,40.7251,-74.008,04/06/2024 04:44:51 AM,5,27,Saturday,4,1,Clear,18-24,Music,Medium,40,50,Business Meetup,New,Recommend TechHub Coworking
CHK0653,USR0037,VEN009,TechHub Coworking,Coworking,40.7001,-74.0065,03/28/2024 10:33:48 AM,54,187,Thursday,10,0,Clear,45+,Food,Medium,81,72,Live Music,New,Recommend Central Coffee House
CHK0654,USR0179,VEN001,Metro Nightclub,Nightclub,40.7121,-74.0032,04/18/2024 11:42:33 PM,91,150,Thursday,23,0,Clear,18-24,Shopping,Medium,85,85,Live Music,Returning,Recommend Harborview Bar
CHK0655,USR0169,VEN010,Riverwalk Park,Park,40.7054,-74.0087,04/04/2024 07:41:00 AM,25,34,Thursday,7,0,Clear,45+,Food,Medium,40,50,Concert,Returning,Recommend Greenfield Gym
CHK0656,USR0182,VEN006,Grand Theater,Entertainment,40.7012,-74.0069,03/14/2024 02:55:56 AM,15,109,Thursday,2,0,Sunny,45+,Nightlife,Medium,40,50,Live Music,New,Recommend Metro Nightclub
CHK0657,USR0144,VEN002,Harborview Bar,Bar/Lounge,40.7295,-74.0028,04/10/2024 08:38:34 PM,82,144,Wednesday,20,0,Clear,45+,Social,Medium,90,81,Live Music,New,Recommend Metro Nightclub
CHK0658,USR0089,VEN001,Metro Nightclub,Nightclub,40.7121,-74.0032,03/06/2024 09:33:19 PM,36,125,Wednesday,21,0,Sunny,25-34,Coffee,High,56,50,Weekend Party,New,Recommend Harborview Bar
CHK0659,USR0100,VEN006,Grand Theater,Entertainment,40.7012,-74.0069,04/15/2024 07:15:32 PM,90,118,Monday,19,0,Clear,45+,Coffee,Low,69,88,Weekend Party,New,Recommend Metro Nightclub
CHK0660,USR0187,VEN001,Metro Nightclub,Nightclub,40.7121,-74.0032,05/11/2024 11:14:09 PM,96,142,Saturday,23,1,Sunny,35-44,Food,High,80,77,Live Music,Returning,Recommend Harborview Bar
CHK0661,USR0040,VEN007,Downtown Food Court,Food Court,40.708,-74.0019,05/06/2024 08:39:55 PM,37,31,Monday,20,0,Sunny,45+,Coffee,Medium,40,59,Retail Promotion,Returning,Recommend Seaside Restaurant
CHK0662,USR0139,VEN007,Downtown Food Court,Food Court,40.708,-74.0019,04/09/2024 07:21:28 PM,37,29,Tuesday,19,0,Sunny,45+,Coffee,Medium,40,55,Lunch Rush,Returning,Recommend Seaside Restaurant
CHK0663,USR0198,VEN004,Seaside Restaurant,Restaurant,40.7267,-74.0054,03/18/2024 01:45:57 PM,95,118,Monday,13,0,Sunny,18-24,Fitness,High,73,86,Happy Hour,Returning,Recommend Downtown Food Court
CHK0664,USR0031,VEN003,Central Coffee House,Cafe,40.7251,-74.008,05/23/2024 06:58:10 PM,5,20,Thursday,18,0,Sunny,35-44,Business,High,40,50,Business Meetup,Returning,Recommend TechHub Coworking
CHK0665,USR0106,VEN003,Central Coffee House,Cafe,40.7251,-74.008,04/10/2024 03:09:46 PM,18,50,Wednesday,15,0,Clear,45+,Food,Medium,40,50,Morning Workout,New,Recommend TechHub Coworking
CHK0666,USR0049,VEN005,Greenfield Gym,Gym,40.7087,-74.0077,04/26/2024 06:52:57 PM,68,63,Friday,18,0,Sunny,18-24,Food,High,42,67,Morning Workout,New,Recommend Riverwalk Park
CHK0667,USR0153,VEN002,Harborview Bar,Bar/Lounge,40.7295,-74.0028,03/17/2024 05:48:39 PM,46,74,Sunday,17,1,Sunny,25-34,Food,High,49,65,Happy Hour,New,Recommend Metro Nightclub
CHK0668,USR0155,VEN004,Seaside Restaurant,Restaurant,40.7267,-74.0054,03/30/2024 07:22:05 PM,79,81,Saturday,19,1,Cloudy,18-24,Food,Medium,53,74,Dinner Special,New,Recommend Downtown Food Court
CHK0669,USR0009,VEN008,City Mall,Mall,40.7261,-74.007,05/23/2024 02:54:24 PM,79,108,Thursday,14,0,Sunny,45+,Music,Medium,69,77,Lunch Rush,Returning,Recommend Downtown Food Court
CHK0670,USR0017,VEN007,Downtown Food Court,Food Court,40.708,-74.0019,03/02/2024 07:26:14 PM,51,30,Saturday,19,1,Cloudy,35-44,Social,Medium,40,64,Lunch Rush,New,Recommend Seaside Restaurant
CHK0671,USR0104,VEN003,Central Coffee House,Cafe,40.7251,-74.008,04/26/2024 04:31:44 PM,26,34,Friday,16,0,Sunny,35-44,Food,Medium,40,50,Morning Workout,Returning,Recommend TechHub Coworking
CHK0672,USR0153,VEN001,Metro Nightclub,Nightclub,40.7121,-74.0032,05/17/2024 11:24:46 PM,74,102,Friday,23,0,Sunny,25-34,Food,High,68,65,Weekend Party,New,Recommend Harborview Bar
CHK0673,USR0011,VEN009,TechHub Coworking,Coworking,40.7001,-74.0065,05/07/2024 02:45:50 PM,72,212,Tuesday,14,0,Clear,45+,Nightlife,Medium,86,80,Live Music,Returning,Recommend Central Coffee House
CHK0674,USR0013,VEN004,Seaside Restaurant,Restaurant,40.7267,-74.0054,05/06/2024 05:47:02 PM,47,67,Monday,17,0,Sunny,45+,Shopping,Medium,44,56,Dinner Special,Returning,Recommend Downtown Food Court
CHK0675,USR0076,VEN004,Seaside Restaurant,Restaurant,40.7267,-74.0054,04/07/2024 05:56:19 PM,57,80,Sunday,17,1,Cloudy,25-34,Music,Low,52,68,Dinner Special,New,Recommend Downtown Food Court
CHK0676,USR0129,VEN010,Riverwalk Park,Park,40.7054,-74.0087,03/07/2024 04:57:09 PM,72,58,Thursday,16,0,Sunny,35-44,Music,Medium,40,78,Concert,New,Recommend Greenfield Gym
CHK0677,USR0007,VEN002,Harborview Bar,Bar/Lounge,40.7295,-74.0028,03/24/2024 10:57:44 PM,84,110,Sunday,22,1,Sunny,25-34,Business,Medium,72,82,Happy Hour,Returning,Recommend Metro Nightclub
CHK0678,USR0178,VEN003,Central Coffee House,Cafe,40.7251,-74.008,04/28/2024 12:45:57 PM,34,37,Sunday,12,1,Clear,18-24,Fitness,Medium,40,56,Business Meetup,Returning,Recommend TechHub Coworking
CHK0679,USR0187,VEN003,Central Coffee House,Cafe,40.7251,-74.008,03/16/2024 07:45:28 AM,85,57,Saturday,7,1,Sunny,35-44,Food,High,53,72,Business Meetup,Returning,Recommend TechHub Coworking
CHK0680,USR0145,VEN009,TechHub Coworking,Coworking,40.7001,-74.0065,05/18/2024 06:24:35 PM,9,89,Saturday,18,1,Sunny,25-34,Nightlife,Medium,40,50,Networking Event,Returning,Recommend Central Coffee House
CHK0681,USR0197,VEN003,Central Coffee House,Cafe,40.7251,-74.008,03/21/2024 04:11:49 PM,21,35,Thursday,16,0,Cloudy,35-44,Fitness,Medium,40,50,Lunch Rush,New,Recommend TechHub Coworking
CHK0682,USR0065,VEN008,City Mall,Mall,40.7261,-74.007,04/06/2024 04:07:57 PM,92,127,Saturday,16,1,Clear,18-24,Coffee,Medium,78,84,Retail Promotion,Returning,Recommend Downtown Food Court
CHK0683,USR0056,VEN001,Metro Nightclub,Nightclub,40.7121,-74.0032,04/28/2024 10:31:34 PM,54,104,Sunday,22,1,Cloudy,25-34,Coffee,Medium,64,61,Happy Hour,Returning,Recommend Harborview Bar
CHK0684,USR0141,VEN010,Riverwalk Park,Park,40.7054,-74.0087,05/24/2024 01:26:28 PM,48,50,Friday,13,0,Clear,25-34,Business,Medium,42,66,Morning Workout,Returning,Recommend Greenfield Gym
CHK0685,USR0090,VEN005,Greenfield Gym,Gym,40.7087,-74.0077,05/19/2024 04:52:52 PM,40,66,Sunday,16,1,Clear,35-44,Fitness,Low,40,50,Networking Event,New,Recommend Riverwalk Park
CHK0686,USR0013,VEN001,Metro Nightclub,Nightclub,40.7121,-74.0032,03/19/2024 11:42:36 PM,77,180,Tuesday,23,0,Cloudy,45+,Shopping,Medium,90,76,Live Music,Returning,Recommend Harborview Bar
CHK0687,USR0147,VEN002,Harborview Bar,Bar/Lounge,40.7295,-74.0028,04/23/2024 11:10:43 PM,65,71,Tuesday,23,0,Clear,35-44,Social,High,48,74,Happy Hour,Returning,Recommend Metro Nightclub
CHK0688,USR0083,VEN009,TechHub Coworking,Coworking,40.7001,-74.0065,03/23/2024 07:47:37 PM,19,184,Saturday,19,1,Sunny,45+,Music,Medium,64,50,Live Music,New,Recommend Central Coffee House
CHK0689,USR0032,VEN006,Grand Theater,Entertainment,40.7012,-74.0069,04/18/2024 09:48:27 PM,89,121,Thursday,21,0,Cloudy,35-44,Business,Medium,83,84,Concert,Returning,Recommend Metro Nightclub
CHK0690,USR0187,VEN005,Greenfield Gym,Gym,40.7087,-74.0077,04/12/2024 01:33:13 PM,17,51,Friday,13,0,Cloudy,35-44,Food,High,40,50,Morning Workout,Returning,Recommend Riverwalk Park
CHK0691,USR0156,VEN009,TechHub Coworking,Coworking,40.7001,-74.0065,03/12/2024 12:44:38 PM,69,183,Tuesday,12,0,Rainy,45+,Food,Low,87,73,Live Music,New,Recommend Central Coffee House
CHK0692,USR0187,VEN006,Grand Theater,Entertainment,40.7012,-74.0069,04/03/2024 07:39:22 PM,66,89,Wednesday,19,0,Rainy,35-44,Food,High,66,71,Weekend Party,Returning,Recommend Metro Nightclub
CHK0693,USR0031,VEN008,City Mall,Mall,40.7261,-74.007,05/03/2024 05:56:39 PM,64,106,Friday,17,0,Clear,35-44,Business,High,60,73,Lunch Rush,Returning,Recommend Downtown Food Court
CHK0694,USR0106,VEN001,Metro Nightclub,Nightclub,40.7121,-74.0032,04/29/2024 11:07:47 PM,95,49,Monday,23,0,Cloudy,45+,Food,Medium,49,78,Live Music,New,Recommend Harborview Bar
CHK0695,USR0066,VEN001,Metro Nightclub,Nightclub,40.7121,-74.0032,04/12/2024 09:51:40 PM,31,86,Friday,21,0,Clear,25-34,Business,High,40,50,Weekend Party,Returning,Recommend Harborview Bar
CHK0696,USR0102,VEN002,Harborview Bar,Bar/Lounge,40.7295,-74.0028,04/09/2024 06:35:20 PM,49,100,Tuesday,18,0,Cloudy,18-24,Nightlife,Medium,48,68,Happy Hour,Returning,Recommend Metro Nightclub
CHK0697,USR0123,VEN010,Riverwalk Park,Park,40.7054,-74.0087,05/18/2024 08:53:11 PM,53,34,Saturday,20,1,Clear,25-34,Music,Medium,40,56,Concert,Returning,Recommend Greenfield Gym
CHK0698,USR0086,VEN008,City Mall,Mall,40.7261,-74.007,03/05/2024 04:30:09 PM,85,86,Tuesday,16,0,Sunny,25-34,Fitness,Medium,65,81,Lunch Rush,New,Recommend Downtown Food Court
CHK0699,USR0143,VEN008,City Mall,Mall,40.7261,-74.007,04/22/2024 07:03:53 PM,36,75,Monday,19,0,Sunny,35-44,Food,Low,40,53,Weekend Party,New,Recommend Downtown Food Court
CHK0700,USR0039,VEN009,TechHub Coworking,Coworking,40.7001,-74.0065,03/03/2024 05:43:21 AM,13,147,Sunday,5,1,Cloudy,35-44,Social,Medium,59,50,Business Meetup,Returning,Recommend Central Coffee House
CHK0701,USR0048,VEN005,Greenfield Gym,Gym,40.7087,-74.0077,03/04/2024 08:24:40 AM,80,89,Monday,8,0,Sunny,25-34,Food,Medium,68,69,Networking Event,Returning,Recommend Riverwalk Park
CHK0702,USR0106,VEN010,Riverwalk Park,Park,40.7054,-74.0087,03/15/2024 06:48:19 PM,37,54,Friday,18,0,Cloudy,45+,Food,Medium,40,60,Weekend Party,New,Recommend Greenfield Gym
CHK0703,USR0045,VEN002,Harborview Bar,Bar/Lounge,40.7295,-74.0028,05/03/2024 11:23:28 PM,67,116,Friday,23,0,Cloudy,35-44,Coffee,Medium,63,78,Happy Hour,New,Recommend Metro Nightclub
CHK0704,USR0124,VEN002,Harborview Bar,Bar/Lounge,40.7295,-74.0028,04/17/2024 10:49:12 PM,65,96,Wednesday,22,0,Rainy,18-24,Fitness,Low,61,67,Live Music,New,Recommend Metro Nightclub
CHK0705,USR0037,VEN009,TechHub Coworking,Coworking,40.7001,-74.0065,03/20/2024 09:59:30 AM,49,170,Wednesday,9,0,Cloudy,45+,Food,Medium,66,65,Live Music,New,Recommend Central Coffee House
CHK0706,USR0134,VEN002,Harborview Bar,Bar/Lounge,40.7295,-74.0028,05/06/2024 09:08:13 PM,55,99,Monday,21,0,Cloudy,25-34,Nightlife,Medium,52,63,Networking Event,Returning,Recommend Metro Nightclub
CHK0707,USR0012,VEN002,Harborview Bar,Bar/Lounge,40.7295,-74.0028,03/01/2024 06:02:43 PM,49,78,Friday,18,0,Cloudy,25-34,Fitness,Medium,44,68,Networking Event,Returning,Recommend Metro Nightclub
CHK0708,USR0054,VEN002,Harborview Bar,Bar/Lounge,40.7295,-74.0028,05/06/2024 10:47:19 PM,75,72,Monday,22,0,Clear,18-24,Music,Medium,63,80,Live Music,New,Recommend Metro Nightclub
CHK0709,USR0039,VEN006,Grand Theater,Entertainment,40.7012,-74.0069,03/26/2024 02:17:34 PM,52,104,Tuesday,14,0,Sunny,35-44,Social,Medium,49,54,Weekend Party,Returning,Recommend Metro Nightclub
CHK0710,USR0082,VEN003,Central Coffee House,Cafe,40.7251,-74.008,04/05/2024 07:39:35 AM,85,58,Friday,7,0,Sunny,45+,Music,Low,49,77,Lunch Rush,New,Recommend TechHub Coworking
CHK0711,USR0087,VEN005,Greenfield Gym,Gym,40.7087,-74.0077,03/19/2024 08:51:18 PM,43,73,Tuesday,20,0,Sunny,45+,Music,Medium,40,50,Morning Workout,New,Recommend Riverwalk Park
CHK0712,USR0023,VEN009,TechHub Coworking,Coworking,40.7001,-74.0065,04/26/2024 08:01:30 AM,39,188,Friday,8,0,Rainy,35-44,Food,High,71,52,Live Music,Returning,Recommend Central Coffee House
CHK0713,USR0158,VEN007,Downtown Food Court,Food Court,40.708,-74.0019,04/20/2024 11:38:57 AM,98,36,Saturday,11,1,Sunny,45+,Shopping,Medium,53,80,Dinner Special,New,Recommend Seaside Restaurant
CHK0714,USR0194,VEN006,Grand Theater,Entertainment,40.7012,-74.0069,04/09/2024 04:12:45 PM,56,94,Tuesday,16,0,Cloudy,25-34,Food,Medium,55,69,Live Music,Returning,Recommend Metro Nightclub
CHK0715,USR0176,VEN008,City Mall,Mall,40.7261,-74.007,05/12/2024 11:52:51 AM,33,89,Sunday,11,1,Rainy,35-44,Fitness,High,41,56,Retail Promotion,New,Recommend Downtown Food Court
CHK0716,USR0101,VEN008,City Mall,Mall,40.7261,-74.007,04/30/2024 12:14:09 PM,46,62,Tuesday,12,0,Cloudy,45+,Coffee,Low,40,62,Retail Promotion,New,Recommend Downtown Food Court
CHK0717,USR0017,VEN003,Central Coffee House,Cafe,40.7251,-74.008,05/29/2024 05:21:50 PM,23,40,Wednesday,17,0,Cloudy,35-44,Social,Medium,40,50,Business Meetup,New,Recommend TechHub Coworking
CHK0718,USR0033,VEN008,City Mall,Mall,40.7261,-74.007,03/15/2024 02:29:54 PM,67,71,Friday,14,0,Clear,45+,Music,Medium,43,70,Weekend Party,New,Recommend Downtown Food Court
CHK0719,USR0078,VEN009,TechHub Coworking,Coworking,40.7001,-74.0065,03/14/2024 12:45:50 PM,65,180,Thursday,12,0,Clear,45+,Shopping,High,80,72,Live Music,New,Recommend Central Coffee House
CHK0720,USR0099,VEN009,TechHub Coworking,Coworking,40.7001,-74.0065,04/29/2024 12:26:15 PM,45,150,Monday,12,0,Sunny,18-24,Fitness,Medium,74,63,Networking Event,Returning,Recommend Central Coffee House
CHK0721,USR0088,VEN002,Harborview Bar,Bar/Lounge,40.7295,-74.0028,04/13/2024 05:44:37 PM,70,93,Saturday,17,1,Sunny,35-44,Fitness,High,63,78,Live Music,Returning,Recommend Metro Nightclub
CHK0722,USR0125,VEN009,TechHub Coworking,Coworking,40.7001,-74.0065,05/28/2024 10:42:42 AM,79,169,Tuesday,10,0,Clear,45+,Fitness,High,90,81,Business Meetup,Returning,Recommend Central Coffee House
CHK0723,USR0104,VEN002,Harborview Bar,Bar/Lounge,40.7295,-74.0028,05/15/2024 09:20:35 PM,66,100,Wednesday,21,0,Clear,35-44,Food,Medium,61,78,Live Music,Returning,Recommend Metro Nightclub
CHK0724,USR0170,VEN002,Harborview Bar,Bar/Lounge,40.7295,-74.0028,05/16/2024 11:52:38 AM,10,92,Thursday,11,0,Cloudy,35-44,Shopping,High,40,50,Happy Hour,New,Recommend Metro Nightclub
CHK0725,USR0194,VEN001,Metro Nightclub,Nightclub,40.7121,-74.0032,03/12/2024 08:08:56 PM,17,66,Tuesday,20,0,Sunny,25-34,Food,Medium,40,50,Happy Hour,Returning,Recommend Harborview Bar
CHK0726,USR0175,VEN003,Central Coffee House,Cafe,40.7251,-74.008,05/24/2024 07:34:18 AM,79,46,Friday,7,0,Sunny,18-24,Fitness,Low,51,67,Business Meetup,New,Recommend TechHub Coworking
CHK0727,USR0089,VEN006,Grand Theater,Entertainment,40.7012,-74.0069,04/08/2024 07:58:43 PM,92,105,Monday,19,0,Sunny,25-34,Coffee,High,68,83,Live Music,New,Recommend Metro Nightclub
CHK0728,USR0141,VEN002,Harborview Bar,Bar/Lounge,40.7295,-74.0028,05/14/2024 12:32:25 AM,16,75,Tuesday,0,0,Cloudy,25-34,Business,Medium,40,50,Networking Event,Returning,Recommend Metro Nightclub
CHK0729,USR0111,VEN001,Metro Nightclub,Nightclub,40.7121,-74.0032,03/01/2024 11:52:22 PM,87,137,Friday,23,0,Clear,35-44,Music,Low,87,75,Live Music,New,Recommend Harborview Bar
CHK0730,USR0045,VEN010,Riverwalk Park,Park,40.7054,-74.0087,04/20/2024 03:45:24 PM,82,68,Saturday,15,1,Sunny,35-44,Coffee,Medium,51,77,Concert,New,Recommend Greenfield Gym
CHK0731,USR0172,VEN008,City Mall,Mall,40.7261,-74.007,03/18/2024 12:24:53 PM,63,85,Monday,12,0,Rainy,45+,Shopping,Low,59,65,Lunch Rush,Returning,Recommend Downtown Food Court
CHK0732,USR0035,VEN003,Central Coffee House,Cafe,40.7251,-74.008,03/18/2024 04:41:01 AM,17,22,Monday,4,0,Clear,25-34,Music,Medium,40,50,Morning Workout,Returning,Recommend TechHub Coworking
CHK0733,USR0109,VEN002,Harborview Bar,Bar/Lounge,40.7295,-74.0028,03/18/2024 09:26:55 PM,77,74,Monday,21,0,Sunny,25-34,Music,High,53,73,Happy Hour,Returning,Recommend Metro Nightclub
CHK0734,USR0109,VEN010,Riverwalk Park,Park,40.7054,-74.0087,03/24/2024 01:27:35 PM,58,63,Sunday,13,1,Cloudy,25-34,Music,High,40,72,Morning Workout,Returning,Recommend Greenfield Gym
CHK0735,USR0140,VEN010,Riverwalk Park,Park,40.7054,-74.0087,03/01/2024 03:54:46 PM,44,53,Friday,15,0,Clear,45+,Shopping,High,40,60,Concert,Returning,Recommend Greenfield Gym
CHK0736,USR0177,VEN010,Riverwalk Park,Park,40.7054,-74.0087,04/16/2024 04:02:36 AM,3,52,Tuesday,4,0,Sunny,18-24,Business,Medium,40,50,Morning Workout,New,Recommend Greenfield Gym
CHK0737,USR0021,VEN002,Harborview Bar,Bar/Lounge,40.7295,-74.0028,03/19/2024 10:33:54 PM,69,76,Tuesday,22,0,Rainy,25-34,Music,Medium,53,76,Live Music,New,Recommend Metro Nightclub
CHK0738,USR0163,VEN009,TechHub Coworking,Coworking,40.7001,-74.0065,05/18/2024 02:30:40 AM,10,164,Saturday,2,1,Cloudy,25-34,Business,Medium,59,50,Networking Event,Returning,Recommend Central Coffee House
CHK0739,USR0132,VEN009,TechHub Coworking,Coworking,40.7001,-74.0065,05/14/2024 11:03:57 AM,70,146,Tuesday,11,0,Sunny,35-44,Music,Low,80,71,Networking Event,New,Recommend Central Coffee House
CHK0740,USR0010,VEN008,City Mall,Mall,40.7261,-74.007,05/13/2024 05:26:22 PM,62,79,Monday,17,0,Rainy,45+,Fitness,Medium,49,64,Retail Promotion,New,Recommend Downtown Food Court
CHK0741,USR0014,VEN010,Riverwalk Park,Park,40.7054,-74.0087,04/08/2024 05:36:16 PM,44,54,Monday,17,0,Clear,35-44,Coffee,High,40,54,Concert,Returning,Recommend Greenfield Gym
CHK0742,USR0065,VEN005,Greenfield Gym,Gym,40.7087,-74.0077,05/19/2024 05:31:05 AM,46,74,Sunday,5,1,Clear,18-24,Coffee,Medium,57,55,Business Meetup,Returning,Recommend Riverwalk Park
CHK0743,USR0152,VEN003,Central Coffee House,Cafe,40.7251,-74.008,05/18/2024 08:54:16 AM,74,50,Saturday,8,1,Clear,18-24,Shopping,Medium,40,62,Morning Workout,New,Recommend TechHub Coworking
CHK0744,USR0136,VEN003,Central Coffee House,Cafe,40.7251,-74.008,05/24/2024 10:51:11 AM,38,28,Friday,10,0,Clear,25-34,Fitness,Medium,40,51,Lunch Rush,Returning,Recommend TechHub Coworking
CHK0745,USR0106,VEN001,Metro Nightclub,Nightclub,40.7121,-74.0032,04/13/2024 11:09:38 PM,94,156,Saturday,23,1,Rainy,45+,Food,Medium,92,72,Live Music,New,Recommend Harborview Bar
CHK0746,USR0014,VEN007,Downtown Food Court,Food Court,40.708,-74.0019,03/31/2024 04:46:40 PM,44,23,Sunday,16,1,Clear,35-44,Coffee,High,40,59,Retail Promotion,Returning,Recommend Seaside Restaurant
CHK0747,USR0137,VEN005,Greenfield Gym,Gym,40.7087,-74.0077,03/15/2024 06:29:25 AM,48,69,Friday,6,0,Sunny,35-44,Coffee,Medium,40,58,Business Meetup,Returning,Recommend Riverwalk Park
CHK0748,USR0074,VEN004,Seaside Restaurant,Restaurant,40.7267,-74.0054,04/18/2024 07:24:30 PM,76,75,Thursday,19,0,Clear,45+,Food,Low,49,81,Happy Hour,New,Recommend Downtown Food Court
CHK0749,USR0091,VEN008,City Mall,Mall,40.7261,-74.007,04/18/2024 04:33:43 PM,70,109,Thursday,16,0,Rainy,18-24,Business,Medium,59,80,Lunch Rush,Returning,Recommend Downtown Food Court
CHK0750,USR0168,VEN007,Downtown Food Court,Food Court,40.708,-74.0019,05/18/2024 07:54:17 PM,35,28,Saturday,19,1,Sunny,35-44,Business,Medium,40,55,Lunch Rush,New,Recommend Seaside Restaurant
CHK0751,USR0134,VEN010,Riverwalk Park,Park,40.7054,-74.0087,04/20/2024 01:43:47 PM,76,46,Saturday,13,1,Clear,25-34,Nightlife,Medium,40,69,Concert,Returning,Recommend Greenfield Gym
CHK0752,USR0004,VEN006,Grand Theater,Entertainment,40.7012,-74.0069,05/26/2024 08:11:20 PM,82,76,Sunday,20,1,Sunny,45+,Coffee,Medium,58,78,Weekend Party,New,Recommend Metro Nightclub
CHK0753,USR0009,VEN007,Downtown Food Court,Food Court,40.708,-74.0019,03/13/2024 01:43:28 PM,89,37,Wednesday,13,0,Sunny,45+,Music,Medium,43,84,Dinner Special,Returning,Recommend Seaside Restaurant
CHK0754,USR0032,VEN001,Metro Nightclub,Nightclub,40.7121,-74.0032,05/19/2024 12:38:42 PM,19,142,Sunday,12,1,Cloudy,35-44,Business,Medium,52,50,Weekend Party,Returning,Recommend Harborview Bar
CHK0755,USR0048,VEN002,Harborview Bar,Bar/Lounge,40.7295,-74.0028,03/12/2024 10:08:24 PM,81,86,Tuesday,22,0,Cloudy,25-34,Food,Medium,64,83,Live Music,Returning,Recommend Metro Nightclub
CHK0756,USR0071,VEN002,Harborview Bar,Bar/Lounge,40.7295,-74.0028,05/29/2024 03:18:29 PM,32,94,Wednesday,15,0,Cloudy,18-24,Nightlife,Medium,40,51,Happy Hour,Returning,Recommend Metro Nightclub
CHK0757,USR0199,VEN007,Downtown Food Court,Food Court,40.708,-74.0019,05/28/2024 06:49:49 PM,63,36,Tuesday,18,0,Sunny,35-44,Fitness,High,40,66,Dinner Special,Returning,Recommend Seaside Restaurant
